2024-07-04 02:47:49.114 INFO  (qtp479459041-22) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&rows=1&wt=json} hits=3 status=0 QTime=43
2024-07-04 02:47:49.210 INFO  (qtp479459041-17) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema params={wt=schema.xml} status=0 QTime=8
2024-07-04 02:47:49.997 INFO  (qtp479459041-21) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&rows=1&wt=json} hits=3 status=0 QTime=3
2024-07-04 02:47:50.020 INFO  (qtp479459041-23) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema params={wt=schema.xml} status=0 QTime=1
2024-07-04 02:47:55.430 INFO  (qtp479459041-26) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&rows=1&wt=json} hits=3 status=0 QTime=0
2024-07-04 02:47:55.444 INFO  (qtp479459041-23) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema params={wt=schema.xml} status=0 QTime=1
2024-07-04 02:47:56.169 INFO  (qtp479459041-26) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&rows=1&wt=json} hits=3 status=0 QTime=0
2024-07-04 02:47:56.186 INFO  (qtp479459041-23) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema params={wt=schema.xml} status=0 QTime=1
2024-07-04 02:47:56.687 INFO  (qtp479459041-26) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema/name params={wt=json} status=0 QTime=8
2024-07-04 02:47:57.998 INFO  (qtp479459041-23) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&rows=1&wt=json} hits=3 status=0 QTime=0
2024-07-04 02:47:58.013 INFO  (qtp479459041-21) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema params={wt=schema.xml} status=0 QTime=1
2024-07-04 02:47:58.697 INFO  (qtp479459041-23) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&rows=1&wt=json} hits=3 status=0 QTime=0
2024-07-04 02:47:58.706 INFO  (qtp479459041-21) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema params={wt=schema.xml} status=0 QTime=1
2024-07-04 02:48:00.530 INFO  (qtp479459041-23) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&rows=1&wt=json} hits=3 status=0 QTime=0
2024-07-04 02:48:00.535 INFO  (qtp479459041-26) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&rows=1&wt=json} hits=3 status=0 QTime=0
2024-07-04 02:48:00.543 INFO  (qtp479459041-18) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema params={wt=schema.xml} status=0 QTime=0
2024-07-04 02:48:00.543 INFO  (qtp479459041-23) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema params={wt=schema.xml} status=0 QTime=0
2024-07-04 02:48:01.491 INFO  (qtp479459041-26) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&rows=1&wt=json} hits=3 status=0 QTime=0
2024-07-04 02:48:01.491 INFO  (qtp479459041-21) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&rows=1&wt=json} hits=3 status=0 QTime=0
2024-07-04 02:48:01.500 INFO  (qtp479459041-26) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema params={wt=schema.xml} status=0 QTime=1
2024-07-04 02:48:01.500 INFO  (qtp479459041-21) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/schema params={wt=schema.xml} status=0 QTime=1
2024-07-04 02:48:51.973 INFO  (qtp479459041-18) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=name:"abdias_nascimento"+OR+id:"abdias_nascimento"&fq=site_id:"ckan_data"+%2Bentity_type:package&rows=1&wt=json} hits=1 status=0 QTime=24
2024-07-04 02:48:52.266 INFO  (qtp479459041-23) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&facet.limit=50&df=text&fl=id+validated_data_dict&q.op=AND&fq=%2Bowner_org:"47fb1584-abd7-4412-a559-461cb794b299"+%2Bstate:(active)&fq=%2Bsite_id:"ckan_data"&sort=score+desc,+metadata_modified+desc&facet.mincount=1&rows=0&facet=false&wt=json} hits=3 status=0 QTime=23
2024-07-04 02:48:52.375 INFO  (qtp479459041-26) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&facet.limit=-1&facet.field=groups&facet.field=owner_org&df=text&fl=groups&q.op=AND&fq=%2Bsite_id:"ckan_data"&fq=%2Bstate:active&facet.mincount=1&rows=2&facet=true&wt=json} hits=3 status=0 QTime=23
2024-07-04 02:48:52.442 INFO  (qtp479459041-23) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&facet.limit=50&df=text&fl=id+validated_data_dict&q.op=AND&fq=%2Bowner_org:"47fb1584-abd7-4412-a559-461cb794b299"+%2Bstate:(active)&fq=%2Bsite_id:"ckan_data"&sort=score+desc,+metadata_modified+desc&facet.mincount=1&rows=0&facet=false&wt=json} hits=3 status=0 QTime=1
2024-07-04 02:48:52.452 INFO  (qtp479459041-26) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&facet.limit=-1&facet.field=groups&facet.field=owner_org&df=text&fl=groups&q.op=AND&fq=%2Bsite_id:"ckan_data"&fq=%2Bstate:active&facet.mincount=1&rows=2&facet=true&wt=json} hits=3 status=0 QTime=1
2024-07-04 02:48:53.048 INFO  (qtp479459041-23) [ x:ckan] o.a.s.c.S.Request webapp=/solr path=/select params={q=name:"7301b76d-bd81-4dbf-ac45-ca205fd082e0"+OR+id:"7301b76d-bd81-4dbf-ac45-ca205fd082e0"&fq=site_id:"ckan_data"+%2Bentity_type:package&rows=1&wt=json} hits=1 status=0 QTime=2
